# File: L281.GlobalTechAccountOutputUseBasePrice_fd_China.csv
# Title: Sets up accounting secondary outputs to track final energy service
# Units: fraction
# Column types: cccncnn
# ----------
sector.name,subsector.name,technology,year,output.accounting,output.ratio,use.base.price
trn_freight,Freight Rail,Coal,2015,energy service,1,1
trn_freight,Freight Rail,Coal,2020,energy service,1,1
trn_freight,Freight Rail,Coal,2025,energy service,1,1
trn_freight,Freight Rail,Coal,2030,energy service,1,1
trn_freight,Freight Rail,Coal,2035,energy service,1,1
trn_freight,Freight Rail,Coal,2040,energy service,1,1
trn_freight,Freight Rail,Coal,2045,energy service,1,1
trn_freight,Freight Rail,Coal,2050,energy service,1,1
trn_freight,Freight Rail,Coal,2055,energy service,1,1
trn_freight,Freight Rail,Coal,2060,energy service,1,1
trn_freight,Freight Rail,Coal,2065,energy service,1,1
trn_freight,Freight Rail,Coal,2070,energy service,1,1
trn_freight,Freight Rail,Coal,2075,energy service,1,1
trn_freight,Freight Rail,Coal,2080,energy service,1,1
trn_freight,Freight Rail,Coal,2085,energy service,1,1
trn_freight,Freight Rail,Coal,2090,energy service,1,1
trn_freight,Freight Rail,Coal,2095,energy service,1,1
trn_freight,Freight Rail,Coal,2100,energy service,1,1
trn_freight,Freight Rail,Electric,1975,energy service,1,1
trn_freight,Freight Rail,Electric,1990,energy service,1,1
trn_freight,Freight Rail,Electric,2005,energy service,1,1
trn_freight,Freight Rail,Electric,2010,energy service,1,1
trn_freight,Freight Rail,Electric,2015,energy service,1,1
trn_freight,Freight Rail,Electric,2020,energy service,1,1
trn_freight,Freight Rail,Electric,2025,energy service,1,1
trn_freight,Freight Rail,Electric,2030,energy service,1,1
trn_freight,Freight Rail,Electric,2035,energy service,1,1
trn_freight,Freight Rail,Electric,2040,energy service,1,1
trn_freight,Freight Rail,Electric,2045,energy service,1,1
trn_freight,Freight Rail,Electric,2050,energy service,1,1
trn_freight,Freight Rail,Electric,2055,energy service,1,1
trn_freight,Freight Rail,Electric,2060,energy service,1,1
trn_freight,Freight Rail,Electric,2065,energy service,1,1
trn_freight,Freight Rail,Electric,2070,energy service,1,1
trn_freight,Freight Rail,Electric,2075,energy service,1,1
trn_freight,Freight Rail,Electric,2080,energy service,1,1
trn_freight,Freight Rail,Electric,2085,energy service,1,1
trn_freight,Freight Rail,Electric,2090,energy service,1,1
trn_freight,Freight Rail,Electric,2095,energy service,1,1
trn_freight,Freight Rail,Electric,2100,energy service,1,1
trn_pass,HSR,Electric,1975,energy service,1,1
trn_pass,HSR,Electric,1990,energy service,1,1
trn_pass,HSR,Electric,2005,energy service,1,1
trn_pass,HSR,Electric,2010,energy service,1,1
trn_pass,HSR,Electric,2015,energy service,1,1
trn_pass,HSR,Electric,2020,energy service,1,1
trn_pass,HSR,Electric,2025,energy service,1,1
trn_pass,HSR,Electric,2030,energy service,1,1
trn_pass,HSR,Electric,2035,energy service,1,1
trn_pass,HSR,Electric,2040,energy service,1,1
trn_pass,HSR,Electric,2045,energy service,1,1
trn_pass,HSR,Electric,2050,energy service,1,1
trn_pass,HSR,Electric,2055,energy service,1,1
trn_pass,HSR,Electric,2060,energy service,1,1
trn_pass,HSR,Electric,2065,energy service,1,1
trn_pass,HSR,Electric,2070,energy service,1,1
trn_pass,HSR,Electric,2075,energy service,1,1
trn_pass,HSR,Electric,2080,energy service,1,1
trn_pass,HSR,Electric,2085,energy service,1,1
trn_pass,HSR,Electric,2090,energy service,1,1
trn_pass,HSR,Electric,2095,energy service,1,1
trn_pass,HSR,Electric,2100,energy service,1,1
trn_pass,Passenger Rail,Electric,1975,energy service,1,1
trn_pass,Passenger Rail,Electric,1990,energy service,1,1
trn_pass,Passenger Rail,Electric,2005,energy service,1,1
trn_pass,Passenger Rail,Electric,2010,energy service,1,1
trn_pass,Passenger Rail,Electric,2015,energy service,1,1
trn_pass,Passenger Rail,Electric,2020,energy service,1,1
trn_pass,Passenger Rail,Electric,2025,energy service,1,1
trn_pass,Passenger Rail,Electric,2030,energy service,1,1
trn_pass,Passenger Rail,Electric,2035,energy service,1,1
trn_pass,Passenger Rail,Electric,2040,energy service,1,1
trn_pass,Passenger Rail,Electric,2045,energy service,1,1
trn_pass,Passenger Rail,Electric,2050,energy service,1,1
trn_pass,Passenger Rail,Electric,2055,energy service,1,1
trn_pass,Passenger Rail,Electric,2060,energy service,1,1
trn_pass,Passenger Rail,Electric,2065,energy service,1,1
trn_pass,Passenger Rail,Electric,2070,energy service,1,1
trn_pass,Passenger Rail,Electric,2075,energy service,1,1
trn_pass,Passenger Rail,Electric,2080,energy service,1,1
trn_pass,Passenger Rail,Electric,2085,energy service,1,1
trn_pass,Passenger Rail,Electric,2090,energy service,1,1
trn_pass,Passenger Rail,Electric,2095,energy service,1,1
trn_pass,Passenger Rail,Electric,2100,energy service,1,1
trn_freight,Freight Rail,FCEV,1975,energy service,1,1
trn_freight,Freight Rail,FCEV,1990,energy service,1,1
trn_freight,Freight Rail,FCEV,2005,energy service,1,1
trn_freight,Freight Rail,FCEV,2010,energy service,1,1
trn_freight,Freight Rail,FCEV,2015,energy service,1,1
trn_freight,Freight Rail,FCEV,2020,energy service,1,1
trn_freight,Freight Rail,FCEV,2025,energy service,1,1
trn_freight,Freight Rail,FCEV,2030,energy service,1,1
trn_freight,Freight Rail,FCEV,2035,energy service,1,1
trn_freight,Freight Rail,FCEV,2040,energy service,1,1
trn_freight,Freight Rail,FCEV,2045,energy service,1,1
trn_freight,Freight Rail,FCEV,2050,energy service,1,1
trn_freight,Freight Rail,FCEV,2055,energy service,1,1
trn_freight,Freight Rail,FCEV,2060,energy service,1,1
trn_freight,Freight Rail,FCEV,2065,energy service,1,1
trn_freight,Freight Rail,FCEV,2070,energy service,1,1
trn_freight,Freight Rail,FCEV,2075,energy service,1,1
trn_freight,Freight Rail,FCEV,2080,energy service,1,1
trn_freight,Freight Rail,FCEV,2085,energy service,1,1
trn_freight,Freight Rail,FCEV,2090,energy service,1,1
trn_freight,Freight Rail,FCEV,2095,energy service,1,1
trn_freight,Freight Rail,FCEV,2100,energy service,1,1
trn_freight,Domestic Ship,FCEV,1975,energy service,1,1
trn_freight,Domestic Ship,FCEV,1990,energy service,1,1
trn_freight,Domestic Ship,FCEV,2005,energy service,1,1
trn_freight,Domestic Ship,FCEV,2010,energy service,1,1
trn_freight,Domestic Ship,FCEV,2015,energy service,1,1
trn_freight,Domestic Ship,FCEV,2020,energy service,1,1
trn_freight,Domestic Ship,FCEV,2025,energy service,1,1
trn_freight,Domestic Ship,FCEV,2030,energy service,1,1
trn_freight,Domestic Ship,FCEV,2035,energy service,1,1
trn_freight,Domestic Ship,FCEV,2040,energy service,1,1
trn_freight,Domestic Ship,FCEV,2045,energy service,1,1
trn_freight,Domestic Ship,FCEV,2050,energy service,1,1
trn_freight,Domestic Ship,FCEV,2055,energy service,1,1
trn_freight,Domestic Ship,FCEV,2060,energy service,1,1
trn_freight,Domestic Ship,FCEV,2065,energy service,1,1
trn_freight,Domestic Ship,FCEV,2070,energy service,1,1
trn_freight,Domestic Ship,FCEV,2075,energy service,1,1
trn_freight,Domestic Ship,FCEV,2080,energy service,1,1
trn_freight,Domestic Ship,FCEV,2085,energy service,1,1
trn_freight,Domestic Ship,FCEV,2090,energy service,1,1
trn_freight,Domestic Ship,FCEV,2095,energy service,1,1
trn_freight,Domestic Ship,FCEV,2100,energy service,1,1
trn_shipping_intl,International Ship,FCEV,1975,energy service,1,1
trn_shipping_intl,International Ship,FCEV,1990,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2005,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2010,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2015,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2020,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2025,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2030,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2035,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2040,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2045,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2050,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2055,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2060,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2065,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2070,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2075,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2080,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2085,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2090,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2095,energy service,1,1
trn_shipping_intl,International Ship,FCEV,2100,energy service,1,1
trn_freight_road,Heavy truck,FCEV,1975,energy service,1,1
trn_freight_road,Heavy truck,FCEV,1990,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2005,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2010,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2015,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2020,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2025,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2030,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2035,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2040,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2045,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2050,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2055,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2060,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2065,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2070,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2075,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2080,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2085,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2090,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2095,energy service,1,1
trn_freight_road,Heavy truck,FCEV,2100,energy service,1,1
trn_freight_road,Light truck,FCEV,1975,energy service,1,1
trn_freight_road,Light truck,FCEV,1990,energy service,1,1
trn_freight_road,Light truck,FCEV,2005,energy service,1,1
trn_freight_road,Light truck,FCEV,2010,energy service,1,1
trn_freight_road,Light truck,FCEV,2015,energy service,1,1
trn_freight_road,Light truck,FCEV,2020,energy service,1,1
trn_freight_road,Light truck,FCEV,2025,energy service,1,1
trn_freight_road,Light truck,FCEV,2030,energy service,1,1
trn_freight_road,Light truck,FCEV,2035,energy service,1,1
trn_freight_road,Light truck,FCEV,2040,energy service,1,1
trn_freight_road,Light truck,FCEV,2045,energy service,1,1
trn_freight_road,Light truck,FCEV,2050,energy service,1,1
trn_freight_road,Light truck,FCEV,2055,energy service,1,1
trn_freight_road,Light truck,FCEV,2060,energy service,1,1
trn_freight_road,Light truck,FCEV,2065,energy service,1,1
trn_freight_road,Light truck,FCEV,2070,energy service,1,1
trn_freight_road,Light truck,FCEV,2075,energy service,1,1
trn_freight_road,Light truck,FCEV,2080,energy service,1,1
trn_freight_road,Light truck,FCEV,2085,energy service,1,1
trn_freight_road,Light truck,FCEV,2090,energy service,1,1
trn_freight_road,Light truck,FCEV,2095,energy service,1,1
trn_freight_road,Light truck,FCEV,2100,energy service,1,1
trn_freight_road,Medium truck,FCEV,1975,energy service,1,1
trn_freight_road,Medium truck,FCEV,1990,energy service,1,1
trn_freight_road,Medium truck,FCEV,2005,energy service,1,1
trn_freight_road,Medium truck,FCEV,2010,energy service,1,1
trn_freight_road,Medium truck,FCEV,2015,energy service,1,1
trn_freight_road,Medium truck,FCEV,2020,energy service,1,1
trn_freight_road,Medium truck,FCEV,2025,energy service,1,1
trn_freight_road,Medium truck,FCEV,2030,energy service,1,1
trn_freight_road,Medium truck,FCEV,2035,energy service,1,1
trn_freight_road,Medium truck,FCEV,2040,energy service,1,1
trn_freight_road,Medium truck,FCEV,2045,energy service,1,1
trn_freight_road,Medium truck,FCEV,2050,energy service,1,1
trn_freight_road,Medium truck,FCEV,2055,energy service,1,1
trn_freight_road,Medium truck,FCEV,2060,energy service,1,1
trn_freight_road,Medium truck,FCEV,2065,energy service,1,1
trn_freight_road,Medium truck,FCEV,2070,energy service,1,1
trn_freight_road,Medium truck,FCEV,2075,energy service,1,1
trn_freight_road,Medium truck,FCEV,2080,energy service,1,1
trn_freight_road,Medium truck,FCEV,2085,energy service,1,1
trn_freight_road,Medium truck,FCEV,2090,energy service,1,1
trn_freight_road,Medium truck,FCEV,2095,energy service,1,1
trn_freight_road,Medium truck,FCEV,2100,energy service,1,1
trn_pass_road,Bus,FCEV,1975,energy service,1,1
trn_pass_road,Bus,FCEV,1990,energy service,1,1
trn_pass_road,Bus,FCEV,2005,energy service,1,1
trn_pass_road,Bus,FCEV,2010,energy service,1,1
trn_pass_road,Bus,FCEV,2015,energy service,1,1
trn_pass_road,Bus,FCEV,2020,energy service,1,1
trn_pass_road,Bus,FCEV,2025,energy service,1,1
trn_pass_road,Bus,FCEV,2030,energy service,1,1
trn_pass_road,Bus,FCEV,2035,energy service,1,1
trn_pass_road,Bus,FCEV,2040,energy service,1,1
trn_pass_road,Bus,FCEV,2045,energy service,1,1
trn_pass_road,Bus,FCEV,2050,energy service,1,1
trn_pass_road,Bus,FCEV,2055,energy service,1,1
trn_pass_road,Bus,FCEV,2060,energy service,1,1
trn_pass_road,Bus,FCEV,2065,energy service,1,1
trn_pass_road,Bus,FCEV,2070,energy service,1,1
trn_pass_road,Bus,FCEV,2075,energy service,1,1
trn_pass_road,Bus,FCEV,2080,energy service,1,1
trn_pass_road,Bus,FCEV,2085,energy service,1,1
trn_pass_road,Bus,FCEV,2090,energy service,1,1
trn_pass_road,Bus,FCEV,2095,energy service,1,1
trn_pass_road,Bus,FCEV,2100,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,1975,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,1990,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2005,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2010,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2015,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2020,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2025,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2030,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2035,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2040,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2045,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2050,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2055,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2060,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2065,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2070,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2075,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2080,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2085,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2090,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2095,energy service,1,1
trn_pass_road_LDV_4W,Car,FCEV,2100,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,1975,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,1990,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2005,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2010,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2015,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2020,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2025,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2030,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2035,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2040,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2045,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2050,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2055,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2060,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2065,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2070,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2075,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2080,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2085,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2090,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2095,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2100,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,1975,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,1990,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2005,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2010,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2015,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2020,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2025,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2030,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2035,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2040,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2045,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2050,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2055,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2060,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2065,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2070,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,2075,energy service,1,1
