# File: IO_detailed_industry.csv
# Title: Detailed industry coefficient
# Units: GJ/kg or GJ/GJ
# Description: Input-output data are calculated based on historical energy consumption sourced from the MEIC-HR emission inventory. The energy consumption data could not be used directly due to the inconsistency between IEA data(used in GCAM) and China's energy statistics, so the energy consumption share was used to allocate.
# Column types: cnccccnnn
# ----------
province,year,supplysector,subsector,technology,minicam.energy.input,coefficient,production,energy.input
SX,1975,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
TJ,1975,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
XJ,1975,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
XZ,1975,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
YN,1975,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
ZJ,1975,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
AH,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
BJ,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
CQ,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
FJ,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
GD,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
GS,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
GX,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
GZ,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HA,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HB,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HE,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HI,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HL,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HN,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
JL,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
JS,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
JX,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
LN,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
NM,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
NX,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
QH,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
SC,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
SD,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
SH,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
SN,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
SX,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
TJ,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
XJ,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
XZ,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
YN,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
ZJ,1990,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
AH,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
BJ,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
CQ,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
FJ,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
GD,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
GS,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
GX,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
GZ,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HA,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HB,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HE,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HI,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HL,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
HN,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
JL,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
JS,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
JX,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
LN,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
NM,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
NX,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
QH,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
SC,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
SD,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
SH,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
SN,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
SX,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
TJ,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
XJ,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
XZ,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
YN,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
ZJ,2005,agricultural energy use,electricity,electricity,elect_td_ind,0,0,0
AH,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.015091883,0.012073506
BJ,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.00029824,0.000238592
CQ,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.001677914,0.001342331
FJ,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.002098163,0.00167853
GD,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.00418139,0.003345112
GS,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.003871101,0.003096881
GX,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.00873497,0.006987976
GZ,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.003366236,0.002692989
HA,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.024514884,0.019611907
HB,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.008036914,0.006429531
HE,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.016697124,0.013357699
HI,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.001199085,0.000959268
HL,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.014233664,0.011386931
HN,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.011821428,0.009457142
JL,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.00732355,0.00585884
JS,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.009073601,0.007258881
JX,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.010167623,0.008134098
LN,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.004156133,0.003324906
NM,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.007893134,0.006314507
NX,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.001279804,0.001023843
QH,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.001129571,0.000903657
SC,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.007218063,0.00577445
SD,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.025026329,0.020021063
SH,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.000127004,0.000101603
SN,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.003609349,0.002887479
SX,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.005085091,0.004068073
TJ,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.000696744,0.000557395
XJ,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.005674903,0.004539922
XZ,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.000989309,0.000791447
YN,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.001961245,0.001568996
ZJ,2015,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.003679626,0.002943701
AH,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
BJ,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
CQ,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
FJ,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
GD,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
GS,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
GX,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
GZ,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
HA,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
HB,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
HE,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
HI,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
HL,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
HN,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
JL,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
JS,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
JX,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
LN,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
NM,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
NX,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
QH,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
SC,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
SD,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
SH,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
SN,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
SX,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
TJ,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
XJ,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
XZ,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
YN,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
ZJ,1975,agricultural energy use,gas,gas,wholesale gas,1,0,0
AH,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
BJ,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
CQ,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
FJ,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
GD,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
GS,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
GX,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
GZ,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
HA,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
HB,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
HE,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
HI,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
HL,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
HN,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
JL,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
JS,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
JX,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
LN,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
NM,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
NX,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
QH,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
SC,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
SD,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
SH,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
SN,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
SX,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
TJ,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
XJ,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
XZ,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
YN,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
ZJ,1990,agricultural energy use,gas,gas,wholesale gas,1,0,0
AH,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
BJ,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
CQ,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
FJ,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
GD,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
GS,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
GX,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
GZ,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
HA,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
HB,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
HE,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
HI,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
HL,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
HN,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
JL,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
JS,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
JX,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
LN,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
NM,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
NX,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
QH,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
SC,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
SD,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
SH,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
SN,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
SX,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
TJ,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
XJ,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
XZ,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
YN,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
ZJ,2005,agricultural energy use,gas,gas,wholesale gas,1,0,0
AH,2015,agricultural energy use,gas,gas,wholesale gas,0.72939026,0.000109172,7.96E-05
BJ,2015,agricultural energy use,gas,gas,wholesale gas,1,0.00000216,0.00000216
CQ,2015,agricultural energy use,gas,gas,wholesale gas,1,0.0000121,0.0000121
FJ,2015,agricultural energy use,gas,gas,wholesale gas,0.79630418,0.0000152,1.21E-05
GD,2015,agricultural energy use,gas,gas,wholesale gas,0.760365516,0.0000303,2.30E-05
GS,2015,agricultural energy use,gas,gas,wholesale gas,0.74790883,0.00002,1.50E-05
GX,2015,agricultural energy use,gas,gas,wholesale gas,1,0.0000572,0.0000572
GZ,2015,agricultural energy use,gas,gas,wholesale gas,1,0.0000122,0.0000122
HA,2015,agricultural energy use,gas,gas,wholesale gas,0.757584874,0.000128971,9.77E-05
HB,2015,agricultural energy use,gas,gas,wholesale gas,1,0.0000581,0.0000581
HE,2015,agricultural energy use,gas,gas,wholesale gas,0.828056604,0.000120784,0.000100016
HI,2015,agricultural energy use,gas,gas,wholesale gas,1,0.00000867,0.00000867
HL,2015,agricultural energy use,gas,gas,wholesale gas,0.615613959,0.000102963,6.34E-05
HN,2015,agricultural energy use,gas,gas,wholesale gas,0.648465846,0.0000823,5.34E-05
JL,2015,agricultural energy use,gas,gas,wholesale gas,1,0.000053,0.000053
JS,2015,agricultural energy use,gas,gas,wholesale gas,0.549534574,0.0000656,3.60E-05
JX,2015,agricultural energy use,gas,gas,wholesale gas,0.50214913,0.0000736,3.70E-05
LN,2015,agricultural energy use,gas,gas,wholesale gas,0.457806096,0.0000301,1.38E-05
NM,2015,agricultural energy use,gas,gas,wholesale gas,1,0.0000235,0.0000235
NX,2015,agricultural energy use,gas,gas,wholesale gas,1,0.00000221,0.00000221
QH,2015,agricultural energy use,gas,gas,wholesale gas,1,0.00000815,0.00000815
SC,2015,agricultural energy use,gas,gas,wholesale gas,1,0.0000522,0.0000522
SD,2015,agricultural energy use,gas,gas,wholesale gas,1,0.0000825,0.0000825
SH,2015,agricultural energy use,gas,gas,wholesale gas,1,0.000000919,0.000000919
SN,2015,agricultural energy use,gas,gas,wholesale gas,0.722464421,0.0000252,1.82E-05
