"region","sector","Year","co2.emiss","scenario"
"YN","comm heating","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","comm heating","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","comm hot water_cooking","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","construction energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","crude oil","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","csp_backup","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","district heat","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","gas pipeline","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","gas processing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","gas to liquids","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","H2 central production","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","H2 wholesale dispensing","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","intermediate generation","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","iron and steel","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","mining energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","mining energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","mining energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","mining energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","mining energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","mining energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","mining energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","mining energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","mining energy use","2100",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
